1;Новое Луговое;06:50;07:57;09:04;10:51;11:58;13:05;15:11;15:11;16:36;17:36;18:36
2;ул. Осенняя;06:52;07:59;09:06;10:53;12:00;13:07;15:13;16:38;17:38;18:38
3;Поворот на с. Луговое;06:55;08:02;09:09;10:56;12:03;13:10;15:16;16:41;17:41;18:41
4;Больничный комплекс;07:07;08:14;09:21;11:08;12:15;13:22;15:28;16:53;17:53;18:53
5;ул. Б. Комиссаров;07:12;08:19;09:26;11:13;12:20;13:27;15:33;16:58;17:58;18:58
6;Дом Обороны;07:14;08:21;09:28;11:15;12:22;13:29;15:35;17:00;18:00;19:00
