1;с.Ярково АС;05:55;09:10;16:40;19:55
2;с.Байкалово АС;06:58;08:05;17:43;18:45
3;д.Ирек пов.;07:04;17:49
4;с.Сорокино;07:16;18:01
5;д.Липовка;07:25;07:40;18:10;18:25
