1;Школа №51;07:20;08:05;09:04;09:52;10:39;12:04;12:53;13:45;15:20;16:25;17:33
2;Сельхозтехника;07:21;08:06;09:05;09:53;10:40;12:05;12:54;13:46;15:21;16:26;17:34
3;ул. Троицкая;07:29;08:15;09:14;10:02;10:49;12:14;13:03;13:55;15:30;16:35;17:45
4;Учхоз;07:30;08:16;09:15;10:03;10:50;12:15;13:04;13:56;15:31;16:36;17:46
5;ул. Медовая;07:30;08:16;09:15;10:03;10:50;12:15;13:04;13:56;15:31;16:36;17:46
6;Промзона;07:33;08:19;09:18;10:06;10:53;12:18;13:07;13:59;15:34;16:39;17:49
7;ул. Купцов Кухтериных;07:37;08:23;09:22;10:10;10:57;12:22;13:11;14:03;15:38;16:43;17:53
8;ул. Анатолия Замкова;07:39;08:25;09:24;10:12;10:59;12:24;13:13;14:05;15:40;16:45;17:55
9;мкр.Утешево;06:57;07:42;08:41;09:29;10:16;11:41;12:30;13:22;14:57;16:02;17:09
