1;с.Казанское АС;07:20;08:40;12:14;12:20;13:34;16:50;17:34;21:19
2;с.Лариха пов.;07:59;09:19;12:59;17:29
3;г.Ишим АВ;08:44;10:04;10:50;12:10;13:44;16:10;18:14;19:55
