1;г.Ялуторовск АВ;05:20;08:47;10:45;14:34;15:10;19:00;19:34;22:34
2;с.Беркут;05:48;08:17;11:13;14:00;15:38;19:00;19:28;22:00
3;с.Киева;06:00;11:25;15:50;19:40
4;р.п.Богандинский пов.;06:15;11:40;16:05;19:55
5;р.п.Боровский пов.;06:34;11:59;16:24;20:14
6;г.Тюмень АВ;07:00;07:15;12:29;12:55;16:50;17:55;20:39;20:55
