1;д.Ахманы;06:30
2;с.Бухтал (Лесозавод);06:55;20:31
3;с.Бухтал;07:00;20:25
4;д.Казанка;07:14;20:10
5;д.Новопокровка (Стеклянка);07:28
6;с.Средние Тарманы пов.;07:40
7;п.Лесозаводский пов.;07:51
8;с.Тюнево пов.;08:03
9;г.Тюмень АВ;18:30
