1;Областная научная библиотека;07:07;07:50;08:44;09:27;11:03;11:46;13:23;15:00;15:54;17:20;18:09
2;Филармония;07:09;07:52;08:46;09:29;11:05;11:48;13:25;15:02;15:56;17:22;18:11
3;ул. Дзержинского;07:11;07:54;08:48;09:31;11:07;11:50;13:27;15:04;15:58;17:24;18:13
4;II Заречный микрорайон;06:41;08:08;10:29;11:47;15:07;16:28;18:34;19:56
5;Автоколонна №1228;07:21;08:04;08:58;09:41;11:17;12:00;13:37;15:14;16:08;17:34;18:23
6;ул. Тимуровцев;06:48;08:15;10:36;11:54;15:14;16:35;18:41;20:03
7;Детский сад №127;06:52;08:19;10:40;11:58;15:18;16:39;18:45;20:07
8;с/о Дорожник;05:58;07:02;08:29;10:50;12:08;15:28;16:49;18:55;20:17
9;с/о Салют;06:06;07:14;08:41;11:02;12:20;15:40;17:01;19:07;20:29
10;с/о Липовый остров;06:15;07:25;08:55;11:16;12:35;15:56;17:17;19:23;20:40
