1;Центральный рынок 2;08:00;12:15;18:15;18:15
2;Сквер Железнодорожников;08:05;12:20;18:20
3;Школа №69;08:12;12:27;18:27
4;поворот на с/о Дорожник;08:17;12:32;18:32
5;Кордон;08:23;12:38;18:38
6;Поворот на Тараскуль;
7;поворот на с/о Сетка;08:36;12:51;18:51
8;д. Червишево;
9;с/о Майское;08:45;13:00;19:00
10;с/о Восход;08:50;13:05;19:05
11;с/о Сибирь;09:10;13:25;19:09
