1;г.Ялуторовск АВ;06:50;08:00;09:15;12:05;13:00;14:00;16:05;17:25
2;с.Киева;07:23;08:33;09:48;12:38;13:33;14:33;16:38;17:58
3;р.п.Богандинский пов.;07:41;08:51;10:06;12:56;13:51;14:51;16:56;18:16
4;р.п.Боровский пов.;08:00;09:10;10:25;13:15;14:10;15:10;17:15;18:35
5;г.Тюмень АВ;08:35;09:35;10:30;11:55;13:55;15:05;16:20;19:10
