1;г.Тюмень АВ;16:10
2;Автоколонна №1228;16:30
3;с.Тюнево пов.;17:00
4;п.Карагандинский пов.;17:05
5;д.Московка пов.;17:10
6;д.Малые Велижаны пов.;17:15
7;с.Велижаны пов.;17:24
8;д.Малый Хутор;17:35
9;д.Большой Хутор пов.;17:40
10;п.Чугунаево;17:57
11;д.Большая Заморозовка;07:44;18:26
12;д.Малая Заморозовка;07:40
