1;г.Тюмень АВ;18:00
2;с.Носырево;19:11
3;д.Красный Яр;19:14
4;д.Красный Яр (ул.Мира);07:12;19:18
5;с.Тандашково пов.;19:28
6;с.Иска пов.;19:44
7;д.Малый Хутор пов.;19:50
8;п.Березовка пов.;19:59
9;д.Крысова пов.;20:05
10;д.Сосновка пов.;20:09
11;с.Черепаново пов.;20:15
12;с.Нижняя Тавда АС;06:00
