1;с.Армизонское АС;05:00;08:50;15:20
2;с.Иваново пов.;05:20;09:07;15:35
3;д.Дмитриевка;05:46;09:31;15:56
4;с.Ситниково пов.;05:54;09:39;16:03
5;с.Омутинское АС;06:30;10:15;11:30;16:35;17:35;20:40
6;с.Вагай пов.;06:59;10:42;16:57
7;с.Новая Заимка пов.;07:26;11:08;17:18
8;с.Падун пов.;07:51;11:31;17:35
9;г.Заводоуковск АВ;08:20;10:00;12:00;15:50;18:00;18:55
10;г.Ялуторовск пов.;08:39;12:20;18:19
11;г.Тюмень АВ;08:00;13:55;17:00
