1;с.Викулово АС;07:00;24:06
2;с.Готопутово пов.;07:30
3;с.Большое Сорокино АС;08:15;23:01
4;г.Ишим АВ;10:00;21:41
5;с.Шабаново пов.;11:53
6;г.Заводоуковск АВ;13:25;18:15
7;г.Тюмень АВ;14:55;16:30
