1;г.Ялуторовск АВ;06:00;09:30;10:55;12:30;13:40;15:00
2;д.Сингуль пов.;06:25;12:52;15:22
3;с.Сингуль Татарский пов.;06:29;12:55;15:25
4;с.Слобода Бешкиль;06:49;13:11;15:41
5;с.Рассвет;07:09;13:19;15:49
6;с.Архангельское;07:22;08:36;09:35;12:46;13:25;15:55
7;п.Коммунар;07:43;08:26;09:16;12:36;13:35;16:05
8;с.Верхнебешкиль;08:01;08:14;09:00;12:24;13:47;16:17
9;с.Исетское АС;08:00;08:25;08:40;12:10;14:00;16:30
