1;г.Тюмень АВ;08:05;08:30;11:40;13:15;14:55;15:55;17:05;21:00
2;г.Ялуторовск пов.;10:00;13:11;16:25;18:30
3;г.Заводоуковск АВ;06:15;10:20;11:25;13:35;14:00;16:45;18:50;19:05
