1;г.Тюмень АВ;08:00;13:55;17:00
2;г.Ялуторовск пов.;09:25;15:15;18:20
3;г.Заводоуковск АВ;08:20;10:00;12:00;15:50;18:00;18:55
4;с.Падун пов.;10:10;16:04;19:09
5;с.Новая Заимка пов.;10:30;16:27;19:32
6;с.Вагай пов.;10:50;16:53;19:58
7;с.Омутинское АС;06:30;10:15;11:30;16:35;17:35;20:40
8;с.Ситниково пов.;11:51;17:56;21:01
9;д.Дмитриевка;11:59;18:04;21:09
10;с.Иваново пов.;12:25;18:28;21:33
11;д.Семискуль пов.;12:40;18:42;21:47
12;с.Армизонское АС;05:00;08:50;15:20
