1;с.Ярково АС;06:00;07:55;10:30;15:30
2;с.Дубровное;06:52;08:45;11:14;11:20;14:07;16:07;16:25;20:22
3;с.Каскара пов.;07:52;09:44;12:19;17:25
4;д.Вилижаны пов.;07:56;09:47;12:22;17:29
5;г.Тюмень АВ;09:45;12:45;14:45;19:00
