1;Автостанция;06:00
2;д.Ульяновка пов.;06:08;11:03;16:08
3;Палино - Ашлык;06:30;11:25;16:12
4;Копотилы;06:41;11:36;16:14
5;с.Черное пов.;07:00;07:12;11:51;12:00;12:07;16:50;16:56
6;Копотилы;07:31;12:26;17:04
7;Полино-Ашлык св.;07:28;07:42;11:23;12:28;12:37;16:28;17:15
8;д.Ульяновка пов.;07:48;08:04;11:03;12:48;12:59;16:08;17:37
