1;с.Ярково АС;09:00;13:55;15:30;20:00
2;с.Покровское;09:49;14:44;15:00;19:30
3;с.Каскара пов.;10:53;15:48
4;д.Вилижаны пов.;10:56;15:51
5;г.Тюмень АВ;11:34;13:30;16:29;18:00
