1;з-д Медоборудования;07:10;08:30;10:15;17:30;17:30
2;ул. Воровского;07:11;08:31;10:16;17:31
3;ЖБИ;07:14;08:34;10:19;17:34
4;Ялуторовский тракт (по требованию);07:17;08:37;10:22;17:37
5;ТЦ Лента;07:18;08:38;10:23;17:38
6;Гаражи;07:22;08:42;10:27;17:42
7;п. Боровский;07:36;08:56;10:41;17:56
8;Дачи;07:42;09:02;10:47;18:02
9;с/о Мичуринец;07:50;09:10;11:00;18:10
