1;с.Юргинское АС;09:30;14:03;15:30;20:55
2;с.Бушуево пов.;09:44;15:42
3;д.Окуневская (ферма) пов.;09:59;16:03
4;с.Окуневское пов.;10:01;16:05
5;д.Новодеревенская пов.;10:07;16:11
6;с.Вагай пов.;10:21;16:24
7;с.Новая Заимка;10:51;16:55
8;с.Падун пов.;11:14;17:11
9;г.Заводоуковск АВ;11:50;12:10;17:25;19:25
10;г.Ялуторовск пов.;12:10;17:40
11;г.Тюмень АВ;10:20;13:17;17:30;19:05
