1;г.Тюмень АВ;09:45;12:45;14:45;19:00
2;д.Вилижаны пов.;10:22;13:21;15:21;19:36
3;с.Каскара пов.;10:26;13:24;15:24;19:39
4;с.Дубровное;06:52;08:45;11:14;11:20;14:07;16:07;16:25;20:22
5;с.Ярково АС;06:00;07:55;10:30;15:30
