1;г.Тюмень АВ;05:30;09:45;17:00
2;Дачи 1 пов.;06:01;10:18;17:32
3;Дачи Здоровье-2;06:08;10:26;17:41
4;с.Тюнево пов.;06:24;10:42;17:57
5;п.Карагандинский пов.;06:28;10:47;18:02
6;д.Московка пов.;06:34;10:53;18:09
7;д.Малые Велижаны пов.;06:39;10:58;18:15
8;с.Велижаны;06:51;07:20;11:10;11:40;18:29;19:00
9;с.Иска;
