1;с.Аромашево АС;09:30;11:45;14:03;16:13;19:30;23:33
2;д.Юрминка;09:49;12:04;19:49
3;д.Вагина пов.;09:55;12:10;19:55
4;д.Русакова пов.;10:12;12:27;20:12
5;с.Малышенка пов.;10:19;12:34;20:19
6;д.Кармацкая пов.;10:26;12:41;20:26
7;с.Королево пов.;10:33;12:48;20:33
8;р.п.Голышманово АС;11:03;12:30;13:18;14:40;21:03;22:00
