1;с.Исетское АС;06:00;08:15;12:05;14:00;18:25;21:30
2;п.Ишимский пов.;06:12;08:27;14:12
3;п.Зерновой пов.;06:17;08:32;14:17
4;с.Шорохово;06:24;08:39;14:24
5;с.Леваши пов.;06:44;08:59;14:44
6;с.Червишево;06:57;09:12;14:57
7;д.Патрушева пов.;07:19;09:34;15:19
8;г.Тюмень АВ;07:28;09:44;10:30;16:50;20:00
