1;з-д Медоборудования;06:14;11:00;14:40;17:17
2;ул. Воровского;06:16;11:02;14:42;17:19
3;з-д Электрон;06:18;11:04;14:44;17:21
4;Рабочий поселок;06:20;11:06;14:46;17:23
5;Ялуторовский тракт (по требованию);06:24;11:10;14:50;17:27
6;ТЦ Лента;06:26;11:12;14:52;17:29
7;Гаражи;06:30;11:16;14:56;17:33
8;п. Боровский;06:40;11:26;15:06;17:43
9;c/о Ольховое;07:00;11:46;15:26;18:03
10;с/о Каштырлинка;07:02;11:48;15:28;18:05
11;с/о Вишенка;07:05;11:51;15:31;18:08
